"id";"area";"dificultad";"tiempo"
21;"Literatura";"Media";82,588213885848
21;"Literatura";"Alta";84,6165823723902
22;"Psicología";"Baja";87,6215651581012
22;"Psicología";"Media";104,632437376111
22;"Psicología";"Alta";94,7244906840168
23;"Arquitectura";"Baja";94,9590614423486
23;"Arquitectura";"Media";88,5100135600133
23;"Arquitectura";"Alta";105,558479324368
24;"Matemáticas";"Baja";67,0496121674838
24;"Matemáticas";"Media";95,3168315964874
24;"Matemáticas";"Alta";91,1029418779384
25;"Psicología";"Baja";89,9258757853394
25;"Psicología";"Media";92,7711749518286
25;"Psicología";"Alta";106,813621612836
26;"Computación";"Baja";94,9155987068376
26;"Computación";"Media";88,4477552739343
26;"Computación";"Alta";97,1785230888085
27;"Biología";"Baja";90,0441640812456
27;"Biología";"Media";82,4285377315249
27;"Biología";"Alta";96,1419292240427
28;"Biología";"Baja";78,1674091654582
28;"Biología";"Media";86,4589945171149
28;"Biología";"Alta";95,6953653364784
29;"Biología";"Baja";84,8767181747705
29;"Biología";"Media";88,6821048438189
29;"Biología";"Alta";89,8422223844858
30;"Economía";"Baja";88,4540805320161
30;"Economía";"Media";94,6680973574623
30;"Economía";"Alta";83,9986949162056
31;"Física";"Baja";86,012139177922
31;"Física";"Media";76,5262578413828
31;"Física";"Alta";87,7239854038165
32;"Física";"Baja";94,2081038106314
32;"Física";"Media";86,0518821233256
32;"Física";"Alta";102,289707985436
33;"Física";"Baja";96,6681257927725
33;"Física";"Media";84,7899169360393
33;"Física";"Alta";100,463826748419
34;"Arquitectura";"Baja";99,0876394046444
34;"Arquitectura";"Media";91,6973988042881
34;"Arquitectura";"Alta";102,381261033189
35;"Psicología";"Baja";97,1594114047072
35;"Psicología";"Media";83,0491894600687
35;"Psicología";"Alta";84,0075079216051
36;"Química";"Baja";87,7527737527551
36;"Química";"Media";82,5672298589442
36;"Química";"Alta";104,444824596414
37;"Computación";"Baja";89,9104097014892
37;"Computación";"Media";94,8730517005998
37;"Computación";"Alta";100,118466086296
38;"Química";"Baja";86,6151442418143
38;"Química";"Media";101,479072490111
38;"Química";"Alta";96,9077783755261
39;"Psicología";"Baja";83,020678149579
39;"Psicología";"Media";96,779490451039
39;"Psicología";"Alta";89,9781237896932
40;"Matemáticas";"Baja";81,9874296484418
40;"Matemáticas";"Media";87,8639724235522
40;"Matemáticas";"Alta";90,2498325584985
41;"Computación";"Baja";97,3461393660963
41;"Computación";"Media";88,0302467105737
41;"Computación";"Alta";92,880865227841
42;"Química";"Baja";82,7986103679979
42;"Química";"Media";81,70207785987
42;"Química";"Alta";90,7141657245355
43;"Computación";"Baja";91,4896039985023
43;"Computación";"Media";91,8496479364514
43;"Computación";"Alta";98,8077374543858
44;"Física";"Baja";89,9184714675842
44;"Física";"Media";72,326622800929
44;"Física";"Alta";95,30492947848
45;"Matemáticas";"Baja";75,0193520486979
45;"Matemáticas";"Media";94,523371500517
45;"Matemáticas";"Alta";97,6584285015334
46;"Física";"Baja";80,8328891343244
46;"Física";"Media";88,7084140187924
46;"Física";"Alta";99,4418310553409
47;"Computación";"Baja";90,0214809345056
47;"Computación";"Media";83,2528992517107
47;"Computación";"Alta";93,7794914862467
48;"Física";"Baja";98,2275565455726
48;"Física";"Media";79,0723915713955
48;"Física";"Alta";86,930044921977
49;"Computación";"Baja";95,673594750569
49;"Computación";"Media";98,9134797958281
49;"Computación";"Alta";92,2919996527151
50;"Computación";"Baja";88,1279684849454
50;"Computación";"Media";89,3405400743412
50;"Computación";"Alta";85,0509434118077
51;"Arquitectura";"Baja";92,6180675973222
51;"Arquitectura";"Media";78,2510540490003
51;"Arquitectura";"Alta";97,0386982811627
52;"Arquitectura";"Baja";97,9640957183846
52;"Arquitectura";"Media";82,7378442426659
52;"Arquitectura";"Alta";90,8898806458472
53;"Economía";"Baja";95,1981238321387
53;"Economía";"Media";91,2071423032017
53;"Economía";"Alta";93,2394205230446
54;"Leyes";"Baja";83,3596415765487
54;"Leyes";"Media";88,9348028117892
54;"Leyes";"Alta";102,678000102215
55;"Música";"Baja";77,454991314125
55;"Música";"Media";77,2325568548413
55;"Música";"Alta";98,753017096337
56;"Psicología";"Baja";86,8873162669778
56;"Psicología";"Media";74,3199490094107
56;"Psicología";"Alta";92,6847134373887
57;"Arquitectura";"Baja";83,9082640363499
57;"Arquitectura";"Media";90,9915156328582
57;"Arquitectura";"Alta";84,9490633760633
58;"Computación";"Baja";103,752172273318
58;"Computación";"Media";89,5237601463796
58;"Computación";"Alta";100,701109740206
59;"Química";"Baja";86,4514466499983
59;"Química";"Media";86,597676442887
59;"Química";"Alta";85,0197206517398
60;"Psicología";"Baja";91,7143656329363
60;"Psicología";"Media";82,3278657676906
60;"Psicología";"Alta";94,8129753079789
61;"Biología";"Baja";94,3983361803284
61;"Biología";"Media";82,8462667770232
61;"Biología";"Alta";87,7896566220404
62;"Física";"Baja";91,847791393597
62;"Física";"Media";81,0080628239224
62;"Física";"Alta";93,9491204385351
63;"Computación";"Baja";94,1784306468162
63;"Computación";"Media";91,558696040858
63;"Computación";"Alta";86,073209225208
64;"Física";"Baja";81,2025100713839
64;"Física";"Media";74,1758382344798
64;"Física";"Alta";94,8345439122741
65;"Psicología";"Baja";84,3258001618281
65;"Psicología";"Media";87,5001701795885
65;"Psicología";"Alta";94,9870787213552
66;"Leyes";"Baja";77,8994239481249
66;"Leyes";"Media";75,2960162547713
66;"Leyes";"Alta";84,0790943069773
67;"Literatura";"Baja";91,7914098691801
67;"Literatura";"Media";89,7016925881334
67;"Literatura";"Alta";85,6887997823804
68;"Matemáticas";"Baja";82,9007761889781
68;"Matemáticas";"Media";92,5729401686731
68;"Matemáticas";"Alta";93,1484571771642
69;"Biología";"Baja";97,0550777592794
69;"Biología";"Media";78,3155767502804
69;"Biología";"Alta";91,1084286161589
70;"Arquitectura";"Baja";99,1323315903838
70;"Arquitectura";"Media";69,4664616225439
70;"Arquitectura";"Alta";104,563415961369
71;"Economía";"Baja";101,022084175235
71;"Economía";"Media";95,4114743697276
71;"Economía";"Alta";89,0927415576972
72;"Física";"Baja";81,857379082135
72;"Física";"Media";99,4659537948368
72;"Física";"Alta";107,858891922506
73;"Matemáticas";"Baja";91,2471146275147
73;"Matemáticas";"Media";85,8292599348392
73;"Matemáticas";"Alta";85,6283348573409
74;"Psicología";"Baja";102,469155488671
74;"Psicología";"Media";99,0591048475382
74;"Psicología";"Alta";98,6796897571259
75;"Biología";"Baja";95,7802342488427
75;"Biología";"Media";87,7624763346198
75;"Biología";"Alta";92,6788942636605
76;"Computación";"Baja";89,4953768987289
76;"Computación";"Media";82,3465534178994
76;"Computación";"Alta";76,0543541134518
77;"Leyes";"Baja";88,0280148325596
77;"Leyes";"Media";89,1156255383526
77;"Leyes";"Alta";96,2706638949963
78;"Matemáticas";"Baja";74,3244328800414
78;"Matemáticas";"Media";86,7163616193657
78;"Matemáticas";"Alta";89,358230866189
79;"Literatura";"Baja";102,875246644674
79;"Literatura";"Media";93,5560653594662
79;"Literatura";"Alta";111,141105310878
80;"Biología";"Baja";84,4437051388495
80;"Biología";"Media";79,4661507052436
80;"Biología";"Alta";101,061311187282
81;"Matemáticas";"Baja";85,49322056107
81;"Matemáticas";"Media";100,986251726366
81;"Matemáticas";"Alta";83,7572197707008
82;"Computación";"Baja";79,134605910721
82;"Computación";"Media";90,8065830259407
82;"Computación";"Alta";94,5049459666418
83;"Economía";"Baja";91,2372654858869
83;"Economía";"Media";86,8737958834645
83;"Economía";"Alta";89,3814099420282
84;"Arquitectura";"Baja";97,2409291868497
84;"Arquitectura";"Media";81,4720979249595
84;"Arquitectura";"Alta";83,9636711430894
85;"Computación";"Baja";94,7781954779891
85;"Computación";"Media";88,5234468536756
85;"Computación";"Alta";104,783957995669
86;"Psicología";"Baja";85,8547241320091
86;"Psicología";"Media";97,9008219475189
86;"Psicología";"Alta";88,7694008289699
87;"Arquitectura";"Baja";91,0141685858438
87;"Arquitectura";"Media";88,8408117310054
87;"Arquitectura";"Alta";97,7182085607233
88;"Computación";"Baja";86,7745708803924
88;"Computación";"Media";98,079322852591
88;"Computación";"Alta";75,9655994044898
89;"Música";"Baja";97,1929162458258
89;"Música";"Media";91,3769643259612
89;"Música";"Alta";87,17503391568
90;"Matemáticas";"Baja";93,7467016341153
90;"Matemáticas";"Media";89,6346187095031
90;"Matemáticas";"Alta";104,627287997511
91;"Matemáticas";"Baja";83,7032353250618
91;"Matemáticas";"Media";101,678284773537
91;"Matemáticas";"Alta";107,886652632214
92;"Leyes";"Baja";81,9323304296984
92;"Leyes";"Media";95,7149871335718
92;"Leyes";"Alta";85,3132603120086
93;"Leyes";"Baja";72,4240914338986
93;"Leyes";"Media";85,3038181272054
93;"Leyes";"Alta";81,0972308771043
94;"Economía";"Baja";98,7515522347115
94;"Economía";"Media";77,0509279249588
94;"Economía";"Alta";95,5648682893506
95;"Computación";"Baja";84,4223970975556
95;"Computación";"Media";98,0576579714034
95;"Computación";"Alta";97,4461545065743
96;"Computación";"Baja";104,742718985818
96;"Computación";"Media";82,3153266964927
96;"Computación";"Alta";88,0134150599895
97;"Física";"Baja";91,8080394662964
97;"Física";"Media";85,9857425790631
97;"Física";"Alta";94,7179847875319
98;"Música";"Baja";72,9444339406164
98;"Música";"Media";102,420015982037
98;"Música";"Alta";99,394987964005
99;"Psicología";"Baja";85,6671269568091
99;"Psicología";"Media";88,9196406410429
99;"Psicología";"Alta";91,9317829161895
100;"Literatura";"Baja";92,7257992464056
100;"Literatura";"Media";92,9212912008715
100;"Literatura";"Alta";88,2565633540481
101;"Música";"Baja";79,3757776122897
101;"Música";"Media";85,2315702049812
101;"Música";"Alta";99,3531933485434
102;"Física";"Baja";92,1278557195283
102;"Física";"Media";87,3882773853669
102;"Física";"Alta";110,351754814362
103;"Psicología";"Baja";80,7925804438843
103;"Psicología";"Media";83,4336129283073
103;"Psicología";"Alta";90,1595678832432
104;"Música";"Baja";79,2144347783919
104;"Música";"Media";93,661751328771
104;"Música";"Alta";95,2958379956694
105;"Psicología";"Baja";88,7904765666995
105;"Psicología";"Media";100,822218961338
105;"Psicología";"Alta";90,1173117576701
106;"Arquitectura";"Baja";77,1467310115591
106;"Arquitectura";"Media";85,1947321021242
106;"Arquitectura";"Alta";97,1170149430525
107;"Música";"Baja";87,1581109364538
107;"Música";"Media";74,9034728760848
107;"Música";"Alta";106,624049897681
108;"Música";"Baja";82,3068932768203
108;"Música";"Media";82,6966952765147
108;"Música";"Alta";85,251523905069
109;"Economía";"Baja";88,069424753134
109;"Economía";"Media";97,1995692027737
109;"Economía";"Alta";93,3028206127913
110;"Psicología";"Baja";77,1902769802322
110;"Psicología";"Media";83,0190899271771
110;"Psicología";"Alta";87,5825727976494
111;"Economía";"Baja";88,4578093755338
111;"Economía";"Media";86,3183142966801
111;"Economía";"Alta";92,3878796954396
112;"Leyes";"Baja";80,051683923037
112;"Leyes";"Media";93,254561944749
112;"Leyes";"Alta";94,8432128861588
113;"Computación";"Baja";90,4501763371782
113;"Computación";"Media";95,3838601784831
113;"Computación";"Alta";103,883564419166
114;"Economía";"Baja";96,6951403523366
114;"Economía";"Media";86,0594090586192
114;"Economía";"Alta";85,7694684673379
115;"Química";"Baja";88,3868512170362
115;"Química";"Media";98,3229593419368
115;"Química";"Alta";98,3420298278868
116;"Leyes";"Baja";85,8655130956825
116;"Leyes";"Media";100,477970801459
116;"Leyes";"Alta";91,3123640884189
117;"Física";"Baja";86,8269015694101
117;"Física";"Media";82,3361277611796
117;"Física";"Alta";102,977233188181
118;"Arquitectura";"Baja";82,5022069225858
118;"Arquitectura";"Media";91,1067563349897
118;"Arquitectura";"Alta";96,3676311894188
119;"Economía";"Baja";94,1626202258564
119;"Economía";"Media";86,98577839228
119;"Economía";"Alta";98,1211868116293
120;"Economía";"Baja";81,0788453265447
120;"Economía";"Media";99,5017360772785
120;"Economía";"Alta";82,6670472847819
121;"Literatura";"Baja";97,9796665348618
121;"Literatura";"Media";92,3170531973171
121;"Literatura";"Alta";91,7154527449897
122;"Biología";"Baja";90,5909654394107
122;"Biología";"Media";78,034392987387
122;"Biología";"Alta";97,3555246606466
123;"Economía";"Baja";88,4922204896634
123;"Economía";"Media";100,235256306737
123;"Economía";"Alta";79,4802084292968
124;"Química";"Baja";92,0969081737384
124;"Química";"Media";88,4594521080276
124;"Química";"Alta";98,8303214658522
125;"Matemáticas";"Baja";87,0053719310623
125;"Matemáticas";"Media";94,5172368985743
125;"Matemáticas";"Alta";80,9930509086126
126;"Computación";"Baja";93,0697017443313
126;"Computación";"Media";101,649542398266
126;"Computación";"Alta";108,545747327481
127;"Psicología";"Baja";100,594253217666
127;"Psicología";"Media";87,3721287637976
127;"Psicología";"Alta";92,4609046979639
128;"Música";"Baja";81,286996934969
128;"Música";"Media";75,2972105365633
128;"Música";"Alta";86,4096341691399
129;"Biología";"Baja";89,9981694077046
129;"Biología";"Media";83,0793260538652
129;"Biología";"Alta";101,608746533647
130;"Matemáticas";"Baja";79,5267536974684
130;"Matemáticas";"Media";77,5887423634087
130;"Matemáticas";"Alta";91,7672924676049
131;"Matemáticas";"Baja";88,023312208961
131;"Matemáticas";"Media";97,3241575877982
131;"Matemáticas";"Alta";106,064619390284
132;"Psicología";"Baja";83,9932919619724
132;"Psicología";"Media";89,2574509773586
132;"Psicología";"Alta";101,029201318456
133;"Arquitectura";"Baja";96,149113886877
133;"Arquitectura";"Media";100,395535940805
133;"Arquitectura";"Alta";99,3993193597565
134;"Literatura";"Baja";76,6026240721904
134;"Literatura";"Media";80,5204510803891
134;"Literatura";"Alta";85,2789176662684
135;"Química";"Baja";77,3953590445658
135;"Química";"Media";78,444335544508
135;"Química";"Alta";94,6922525632915
136;"Arquitectura";"Baja";101,980275245308
136;"Arquitectura";"Media";84,2599278669932
136;"Arquitectura";"Alta";91,9152172394219
137;"Química";"Baja";101,957039139562
137;"Química";"Media";68,8766616379693
137;"Química";"Alta";108,57997610038
138;"Matemáticas";"Baja";70,4407025439775
138;"Matemáticas";"Media";85,0269402689324
138;"Matemáticas";"Alta";89,3184496108706
139;"Psicología";"Baja";90,5006235900391
139;"Psicología";"Media";82,4126408522717
139;"Psicología";"Alta";80,9221198954336
140;"Literatura";"Baja";88,3879679152834
140;"Literatura";"Media";87,8542642366678
140;"Literatura";"Alta";91,6348158084318
141;"Matemáticas";"Baja";84,464615849269
141;"Matemáticas";"Media";97,3810224808117
141;"Matemáticas";"Alta";87,620613487832
142;"Química";"Baja";87,3448386695535
142;"Química";"Media";79,4309280381127
142;"Química";"Alta";87,8355880905576
143;"Computación";"Baja";90,8557471930683
143;"Computación";"Media";92,9532195187509
143;"Computación";"Alta";88,0092842382635
144;"Matemáticas";"Baja";86,186776913615
144;"Matemáticas";"Media";96,2314764112172
144;"Matemáticas";"Alta";99,154833492272
145;"Literatura";"Baja";93,5153141102651
145;"Literatura";"Media";87,2898259181412
145;"Literatura";"Alta";93,0082364558548
146;"Física";"Baja";89,4988072519194
146;"Física";"Media";90,8435228927329
146;"Física";"Alta";103,793764374808
147;"Biología";"Baja";82,2665847924188
147;"Biología";"Media";94,5984522450133
147;"Biología";"Alta";90,053849134881
148;"Arquitectura";"Baja";79,5034388830488
148;"Arquitectura";"Media";88,4749873618419
148;"Arquitectura";"Alta";111,48202409195
149;"Economía";"Baja";104,062240897954
149;"Economía";"Media";106,685098009228
149;"Economía";"Alta";81,7139775847295
150;"Leyes";"Baja";79,5730633437921
150;"Leyes";"Media";89,9513074937468
150;"Leyes";"Alta";101,536677488416
151;"Química";"Baja";92,2250579290195
151;"Química";"Media";93,5142071368299
151;"Química";"Alta";100,466128732569
152;"Biología";"Baja";96,2856637651341
152;"Biología";"Media";89,0532281113672
152;"Biología";"Alta";87,49887128296
153;"Arquitectura";"Baja";93,8034566854787
153;"Arquitectura";"Media";86,4028501712435
153;"Arquitectura";"Alta";110,637580705104
154;"Computación";"Baja";80,9089710576498
154;"Computación";"Media";97,2414906984057
154;"Computación";"Alta";106,916099335824
155;"Computación";"Baja";90,3920604796115
155;"Computación";"Media";104,414454958894
155;"Computación";"Alta";96,5727708861109
156;"Física";"Baja";84,7171212204517
156;"Física";"Media";92,7569882132332
156;"Física";"Alta";84,3055105176319
157;"Computación";"Baja";100,742658742538
157;"Computación";"Media";99,0384099383329
157;"Computación";"Alta";99,7537883549186
158;"Química";"Baja";95,2048715886519
158;"Química";"Media";71,3696377360302
158;"Química";"Alta";92,2972491058129
159;"Literatura";"Baja";105,818380433341
159;"Literatura";"Media";93,7947803338721
159;"Literatura";"Alta";81,6118607507626
160;"Psicología";"Baja";95,3096217086809
160;"Psicología";"Media";75,085691940584
160;"Psicología";"Alta";88,5919359662398
161;"Computación";"Baja";98,4477556044714
161;"Computación";"Media";85,0720265794179
161;"Computación";"Alta";90,9856354175199
162;"Economía";"Baja";93,0419240481924
162;"Economía";"Media";92,0121480652444
162;"Economía";"Alta";92,4646800994892
163;"Computación";"Baja";91,27812856961
163;"Computación";"Media";95,6300405604418
163;"Computación";"Alta";94,3190000777
164;"Matemáticas";"Baja";81,0048210104929
164;"Matemáticas";"Media";99,6054102683595
164;"Matemáticas";"Alta";103,773811505891
165;"Psicología";"Baja";65,4511826231516
165;"Psicología";"Media";78,6438531572332
165;"Psicología";"Alta";93,518903598294
166;"Matemáticas";"Baja";76,8793227657243
166;"Matemáticas";"Media";88,9776228704025
166;"Matemáticas";"Alta";92,3739246657689
167;"Arquitectura";"Baja";87,4945772217585
167;"Arquitectura";"Media";83,9622542934918
167;"Arquitectura";"Alta";94,0849500332706
168;"Biología";"Baja";90,8723375708959
168;"Biología";"Media";83,3871282001189
168;"Biología";"Alta";91,6283446043461
169;"Computación";"Baja";85,050501690285
169;"Computación";"Media";98,3297855264911
169;"Computación";"Alta";95,4066320029091
170;"Arquitectura";"Baja";84,7429286382885
170;"Arquitectura";"Media";90,1123456553013
170;"Arquitectura";"Alta";90,8899287111655
171;"Química";"Baja";90,1840676944303
171;"Química";"Media";91,8129994194332
171;"Química";"Alta";95,1934730503844
172;"Economía";"Baja";87,726723075972
172;"Economía";"Media";87,4325098033088
172;"Economía";"Alta";85,2603736140961
173;"Computación";"Baja";93,9014256386324
173;"Computación";"Media";100,126977369723
173;"Computación";"Alta";97,2141996544973
174;"Leyes";"Baja";75,536609554177
174;"Leyes";"Media";101,065274146567
174;"Leyes";"Alta";90,1075629125457
175;"Psicología";"Baja";92,2708575317939
175;"Psicología";"Media";93,88253508699
175;"Psicología";"Alta";84,3760409694084
176;"Computación";"Baja";90,4719565853946
176;"Computación";"Media";89,9905867396396
176;"Computación";"Alta";101,605397633119
177;"Computación";"Baja";93,0673615304494
177;"Computación";"Media";92,5270386107862
177;"Computación";"Alta";98,8906601601171
178;"Literatura";"Baja";106,979917946205
178;"Literatura";"Media";86,8768370024947
178;"Literatura";"Alta";103,187692093978
179;"Computación";"Baja";92,9822851217118
179;"Computación";"Media";94,2404195930018
179;"Computación";"Alta";96,7261670334981
180;"Física";"Baja";92,9477851006968
180;"Física";"Media";98,6654560681356
180;"Física";"Alta";86,4331356957984
181;"Leyes";"Baja";90,2492543801079
181;"Leyes";"Media";104,422415314077
181;"Leyes";"Alta";74,2651600603439
182;"Economía";"Baja";82,9818431793704
182;"Economía";"Media";88,4964534354943
182;"Economía";"Alta";80,3567756303338
183;"Matemáticas";"Baja";92,5033254638931
183;"Matemáticas";"Media";88,0806741983075
183;"Matemáticas";"Alta";91,0282878591491
184;"Matemáticas";"Baja";90,4205128906138
184;"Matemáticas";"Media";99,1882431388677
184;"Matemáticas";"Alta";99,3797208651753
185;"Economía";"Baja";81,7205106049989
185;"Economía";"Media";90,7421943796036
185;"Economía";"Alta";88,3546510212489
186;"Psicología";"Baja";79,3597675981888
186;"Psicología";"Media";77,7595652790093
186;"Psicología";"Alta";92,3847698832752
187;"Física";"Baja";89,5826839718734
187;"Física";"Media";84,4216305941043
187;"Física";"Alta";83,9437302768981
188;"Psicología";"Baja";79,457885764381
188;"Psicología";"Media";87,6559499044241
188;"Psicología";"Alta";75,509338176606
189;"Computación";"Baja";92,6077951405041
189;"Computación";"Media";77,7482607014095
189;"Computación";"Alta";87,0206882096727
190;"Arquitectura";"Baja";89,3986000376037
190;"Arquitectura";"Media";79,0950474722403
190;"Arquitectura";"Alta";95,1478547162425
191;"Matemáticas";"Baja";86,6900087753294
191;"Matemáticas";"Media";88,9771335661268
191;"Matemáticas";"Alta";97,4736391238948
192;"Física";"Baja";87,0359811124948
192;"Física";"Media";85,3762700037517
192;"Física";"Alta";88,6674996707458
193;"Química";"Baja";99,8308021623033
193;"Química";"Media";89,6164287730478
193;"Química";"Alta";72,8459640725277
194;"Computación";"Baja";85,7766597960236
194;"Computación";"Media";78,5402223567369
194;"Computación";"Alta";86,2226195326318
195;"Química";"Baja";90,014715344869
195;"Química";"Media";96,5370977303272
195;"Química";"Alta";89,3375850558214
196;"Música";"Baja";85,3217319351099
196;"Música";"Media";91,2297298153379
196;"Música";"Alta";97,5254173631283
197;"Música";"Baja";99,6938300412912
197;"Música";"Media";100,154072970736
197;"Música";"Alta";88,2262051785473
198;"Leyes";"Baja";86,5220288609159
198;"Leyes";"Media";98,6437513319642
198;"Leyes";"Alta";96,1497795075837
199;"Literatura";"Baja";98,3424086347757
199;"Literatura";"Media";92,7895105004875
199;"Literatura";"Alta";90,5291007485112
200;"Arquitectura";"Baja";95,2860340103423
200;"Arquitectura";"Media";90,7553454822382
200;"Arquitectura";"Alta";96,9577955967268
201;"Literatura";"Baja";97,3520353692872
201;"Literatura";"Media";87,313656591526
201;"Literatura";"Alta";103,343927570511
202;"Economía";"Baja";96,6777043972747
202;"Economía";"Media";95,147317245528
202;"Economía";"Alta";99,5037575496002
203;"Literatura";"Baja";85,0531224147965
203;"Literatura";"Media";85,2715449218135
203;"Literatura";"Alta";89,5722875800378
204;"Química";"Baja";83,6647056998252
204;"Química";"Media";95,0539869359165
204;"Química";"Alta";94,2428375273058
205;"Química";"Baja";83,3498323682634
205;"Química";"Media";87,6271909971274
205;"Química";"Alta";91,5054145147519
206;"Economía";"Baja";97,6181305727367
206;"Economía";"Media";101,077388828694
206;"Economía";"Alta";95,3815363928213
207;"Psicología";"Baja";93,927050978078
207;"Psicología";"Media";85,8019807660597
207;"Psicología";"Alta";97,3717773364478
208;"Economía";"Baja";88,7859777540787
208;"Economía";"Media";92,7271183405961
208;"Economía";"Alta";87,8102430690969
209;"Física";"Baja";93,4849731457996
209;"Física";"Media";89,7810000550894
209;"Física";"Alta";99,1838045626644
210;"Matemáticas";"Baja";84,1509272422399
210;"Matemáticas";"Media";78,6110362430536
210;"Matemáticas";"Alta";95,8570832729013
211;"Computación";"Baja";90,7849806401767
211;"Computación";"Media";107,377126060982
211;"Computación";"Alta";81,9718710022707
212;"Biología";"Baja";95,1750492167111
212;"Biología";"Media";93,4946500935911
212;"Biología";"Alta";86,1079089754368
213;"Química";"Baja";91,9721773248617
213;"Química";"Media";86,7725139565415
213;"Química";"Alta";84,8979465518707
214;"Leyes";"Baja";86,2584198725156
214;"Leyes";"Media";102,044832407313
214;"Leyes";"Alta";97,6028802893419
215;"Química";"Baja";93,2708973223657
215;"Química";"Media";95,8537713835185
215;"Química";"Alta";106,406752708736
216;"Economía";"Baja";93,2727180967899
216;"Economía";"Media";89,352547131088
216;"Economía";"Alta";97,8730618312351
217;"Leyes";"Baja";82,6391068279606
217;"Leyes";"Media";89,4552124886789
217;"Leyes";"Alta";93,9679397331716
218;"Química";"Baja";85,0581411677495
218;"Química";"Media";96,4547922961397
218;"Química";"Alta";97,5109194085972
219;"Música";"Baja";79,6641057899201
219;"Música";"Media";83,6804110003654
219;"Música";"Alta";92,354910644203
220;"Leyes";"Baja";89,3290931922312
220;"Leyes";"Media";96,9524860837185
220;"Leyes";"Alta";92,1212472698006
221;"Química";"Baja";87,8437523619797
221;"Química";"Media";111,925625417828
221;"Química";"Alta";86,5292481074331
222;"Leyes";"Baja";84,3260176979591
222;"Leyes";"Media";76,0912340854285
222;"Leyes";"Alta";104,056564274392
223;"Computación";"Baja";86,4954145618487
223;"Computación";"Media";89,7141596338117
223;"Computación";"Alta";91,8695501263498
224;"Matemáticas";"Baja";79,3794475160359
224;"Matemáticas";"Media";79,1078201686607
224;"Matemáticas";"Alta";92,8602125162394
225;"Música";"Baja";88,7216663265789
225;"Música";"Media";90,57367109749
225;"Música";"Alta";94,2427472231884
226;"Psicología";"Baja";80,2881763574699
226;"Psicología";"Media";85,7863888611738
226;"Psicología";"Alta";87,8567331881689
227;"Literatura";"Baja";75,6874544296511
227;"Literatura";"Media";90,1762351316295
227;"Literatura";"Alta";88,4234195256939
228;"Leyes";"Baja";87,6275699659782
228;"Leyes";"Media";103,241041028279
228;"Leyes";"Alta";91,1476922773093
229;"Psicología";"Baja";102,108869750358
229;"Psicología";"Media";79,8517365198816
229;"Psicología";"Alta";94,3991328797746
230;"Arquitectura";"Baja";99,6931160456563
230;"Arquitectura";"Media";83,6957745552499
230;"Arquitectura";"Alta";103,550233216365
231;"Física";"Baja";88,0993073378257
231;"Física";"Media";68,9595237625485
231;"Física";"Alta";81,2362310600776
232;"Física";"Baja";91,2045280905217
232;"Física";"Media";75,9257809976259
232;"Física";"Alta";96,9354554143893
